Fold change	Acession number	gene symbol	gene
2.445280555	NM_001079942	Sema3b	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B
2.445280555	NM_001007014	Rbm4b	RNA binding motif protein 4B
2.445280555	NM_001127607	LOC499814	similar to F54C1.5a
2.445280555	NM_001107179	Lmod1	leiomodin 1 (smooth muscle)
2.436820527	NM_133298	Gpnmb	glycoprotein (transmembrane) nmb
2.436820527	NM_001005560	Pla2g6	phospholipase A2, group VI
2.436820527	ENSRNOT00000015948	Crtc3	CREB regulated transcription coactivator 3
2.428389769	NM_001106910	Ercc5	excision repair cross complementing rodent repair deficiency, complementation group 5
2.428389769	NM_174864	Ncstn	nicastrin
2.428389769	AF468695	Plekha5	pleckstrin homology domain containing, family A member 5
2.428389769	BC087667	Ift122	intraflagellar transport 122 homolog (Chlamydomonas)
2.419988178	BC081935	RGD1311893	hypothetical LOC288478
2.419988178	NM_017249	Mbc2	membrane bound C2 domain containing protein
2.419988178	XR_006437	RGD1308023	similar to CG5521 PA
2.419988178	NM_001001513	Tnfsf12	tumor necrosis factor ligand superfamily member 12
2.419988178	ENSRNOT00000037809	Ext1	exostoses (multiple) 1
2.419988178	NM_001039013	Tle2	transducin like enhancer of split 2, homolog of Drosophila E(spl)
2.419988178	NM_031697	St3gal3	ST3 beta galactoside alpha 2,3 sialyltransferase 3
2.411615655	NM_001103351	Parp9	poly (ADP ribose) polymerase family, member 9
2.411615655	NM_001106620	Leprel2	leprecan like 2
2.411615655	NM_022521	Oat	ornithine aminotransferase
2.411615655
2.411615655	NM_001015010	Cib2	calcium and integrin binding family member 2
2.403272099	NM_022210	Max	Max protein
2.403272099	XM_214765	LOC292282	similar to USE1 like protein (Hematopoietic stem/progenitor cells protein MDS032) (Putative MAPK activating protein PM26) (Protein p31)
2.403272099	NM_053339	Acox3	acyl Coenzyme A oxidase 3, pristanoyl
2.403272099	ENSRNOT00000025716	LOC690769	similar to zinc ring finger protein 1
2.403272099	NM_133290	Zfp36	zinc finger protein 36
2.403272099	NM_012888	Tshr	thyroid stimulating hormone receptor
2.403272099	ENSRNOT00000027802	RGD1565688	similar to mKIAA0323 protein
2.403272099	ENSRNOT00000043724	RGD1311142	similar to hypothetical protein FLJ32796
2.386671486	NM_001109882	Bsg	basigin
2.386671486	NM_031057	Aldh6a1	aldehyde dehydrogenase family 6, subfamily A1
2.386671486	NM_001113344	St6gal1	beta galactoside alpha 2,6 sialyltransferase 1
2.386671486	NM_033098	Tapbp	TAP binding protein
2.386671486	BC101863	LOC314655	similar to a disintegrin like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 10
2.386671486	NM_001037788	Styxl1	serine/threonine/tyrosine interacting like 1
2.386671486	NM_001109231	Lrrc61	leucine rich repeat containing 61
2.37841423	NM_181379	Ppp2r5b	protein phosphatase 2, regulatory subunit B (B56), beta isoform
2.37841423	NM_001106540	Pigt	phosphatidylinositol glycan anchor biosynthesis, class T
2.37841423	NM_001108285	Nxn	nucleoredoxin
2.37841423	NM_012673	Thy1	thymus cell antigen 1, theta
2.37841423	ENSRNOT00000042416	RGD1559628	similar to RIKEN cDNA 1110003E01
2.37841423	NM_001013204	Ccndbp1	cyclin D type binding protein 1
2.37841423	BC091361	Rapgefl1	Rap guanine nucleotide exchange factor (GEF) like 1
2.370185542	NM_001106268	Chsy1	chondroitin sulfate synthase 1
2.370185542	NM_001109033	Slc25a35	solute carrier family 25, member 35
2.370185542
2.370185542	BC100097	LOC500046	similar to hypothetical protein FLJ21986
2.370185542	NM_001012145	Hgd	homogentisate 1, 2 dioxygenase
2.370185542	NM_001108341	Ulk1	Unc 51 like kinase 1 (C. elegans)
2.361985323	NM_001011954	Cybrd1	cytochrome b reductase 1
2.361985323	NM_001107495	Cyp2s1	cytochrome P450, family 2, subfamily s, polypeptide 1
2.361985323	ENSRNOT00000052224	Duxbl	double homeobox B like
2.353813474	NM_001008764	Psenen	presenilin enhancer 2 homolog (C. elegans)
2.353813474	BC098723	MGC112715	hypothetical protein LOC690899
2.353813474	NM_013016	Sirpa	signal regulatory protein alpha
2.353813474	NM_057107	Acsl3	acyl CoA synthetase long chain family member 3
2.353813474	NM_001009689	Cdc42ep2	CDC42 effector protein (Rho GTPase binding) 2
2.353813474	ENSRNOT00000022866	RGD1310951	similar to RIKEN cDNA E130308A19
2.353813474	NM_001109064	Gal3st4	galactose 3 O sulfotransferase 4
2.353813474	NM_172021	Tbkbp1	TBK1 binding protein 1
2.345669898	BC112322	Fam113b	family with sequence similarity 113, member B
2.345669898	ENSRNOT00000040697	LOC686314	similar to dachshund b
2.345669898	ENSRNOT00000027133	Pcdhb22	protocadherin beta 22
2.345669898	ENSRNOT00000003156  //  ENSRNOT00000003156	Rfk  // RGD1563242	riboflavin kinase  // similar to riboflavin kinase
2.345669898	ENSRNOT00000010247	Frzb	frizzled related protein
2.337554497	NM_001109410	Trappc6a	trafficking protein particle complex 6A
2.337554497	NM_001003401	Enc1	ectodermal neural cortex 1
2.337554497	NM_001007557	Emr1	EGF like module containing, mucin like, hormone receptor like sequence 1
2.329467173	NM_017071	Insr	insulin receptor
2.329467173	BC097954	RGD1307682	similar to hypothetical protein FLJ21827
2.329467173	NM_053385	Prelp	proline arginine rich end leucine rich repeat protein
2.329467173	NM_053570	Cxadr	coxsackie virus and adenovirus receptor
2.329467173	NM_130819	Dhrs9	dehydrogenase/reductase (SDR family) member 9
2.329467173	NM_001014106	Rfk	riboflavin kinase
2.329467173	NM_001025136	Hexim1	hexamethylene bis acetamide inducible 1
2.329467173	BC168228	Pnkd	paroxysmal nonkinesiogenic dyskinesia
2.329467173	NM_199115	Angptl4	angiopoietin like 4
2.321407829	NM_001025730	Fbxw5	F box and WD 40 domain protein 5
2.321407829	NM_001106622	Tapbpl	TAP binding protein like
2.321407829	NM_001107304	Ell	elongation factor RNA polymerase II
2.321407829	BC100615	Psd4	pleckstrin and Sec7 domain containing 4
2.321407829	NM_212505	Ier3	immediate early response 3
2.321407829	XR_005674	LOC365307	similar to ras homolog gene family, member N
2.313376368	NM_001107954	Reck	reversion inducing cysteine rich protein with kazal motifs
2.313376368	NM_001106230	Qpctl	glutaminyl peptide cyclotransferase like
2.313376368
2.313376368	NM_001107487	Zfp112	zinc finger protein 112
2.313376368	NM_012613	Npr1	natriuretic peptide receptor 1
2.313376368	ENSRNOT00000014598	LOC688452	hypothetical protein LOC688452
2.313376368
2.305372694	NM_001008349	Nfkb2	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100
2.305372694	ENSRNOT00000013224	RGD1310313	similar to RIKEN cDNA 1110001M20
2.305372694	ENSRNOT00000057435	RGD1310159	similar to acetyl coA dehydrogenase  related (111.6 kD) (5G231)
2.305372694	NM_138872	Smad9	MAD homolog 9 (Drosophila)
2.305372694	NM_030861	Mgat1	mannoside acetylglucosaminyltransferase 1
2.305372694	ENSRNOT00000031701	RGD1561238	similar to ring finger protein 122 homolog
2.29739671	ENSRNOT00000012983	Chd3	chromodomain helicase DNA binding protein 3
2.29739671	XM_001071240	LOC689574	hypothetical protein LOC689574
2.29739671	NM_031092	Rab13	RAB13, member RAS oncogene family
2.29739671	NM_001017468	Mill2	Mill2 gene for MHC class I like located near the LRC, 2, exon 3, partial cds, strain:LEW.1lm1
2.29739671	ENSRNOT00000057452	Col4a2_predicted	procollagen, type IV, alpha 2 (predicted)
2.29739671	NM_012708	Psmb9	proteosome (prosome, macropain) subunit, beta type 9
2.289448321	NM_001107947	Kank4	KN motif and ankyrin repeat domains 4
2.289448321	NM_130412	Sdf4	stromal cell derived factor 4
2.289448321	ENSRNOT00000022650	Use1	unconventional SNARE in the ER 1 homolog (S. cerevisiae)
2.289448321	NM_001025760	Zkscan1	zinc finger with KRAB and SCAN domains 1
2.289448321	NM_001014106	Rfk	riboflavin kinase
2.289448321	XM_001070000	RGD1560612	similar to PHF21A protein
2.289448321	NM_001108820	Gla	galactosidase, alpha
2.289448321	NM_133422	Zkscan16	zinc finger with KRAB and SCAN domains 16
2.289448321	NM_181634	Prg 2	plasticity related gene 2
2.289448321	ENSRNOT00000060343	C7	complement component 7
2.281527432	NM_001007642	Phospho2	phosphatase, orphan 2
2.281527432	NM_012489	Acaa1	acetyl Coenzyme A acyltransferase 1
2.281527432	NM_019269	Slc22a5	solute carrier family 22 (organic cation transporter), member 5
2.281527432	NM_012805	Rxra	retinoid X receptor alpha
2.281527432	NM_022210	Max	Max protein
2.281527432	NM_053623	Acsl4	acyl CoA synthetase long chain family member 4
2.281527432	NM_172035	Fzd2	frizzled homolog 2 (Drosophila)
2.281527432	NM_001108494	RGD1308929	LOC361614
2.281527432	DQ080016	RGD1311742	similar to RIKEN cDNA 5133400G04
2.281527432	NM_001014005	Tcta	T cell leukemia translocation altered gene
2.273633946	NM_001008839	RT1 CE16	RT1 class I, CE16
2.273633946	NM_080888	Bnip3l	BCL2/adenovirus E1B interacting protein 3 like
2.273633946	XM_001056534	RGD1307170	similar to KIAA1305 protein
2.273633946	XM_001057688	LOC681994	similar to developmental endothelial locus 1 isoform b
2.273633946	NM_001030042	Rad9b	RAD9 homolog B (S. cerevisiae)
2.273633946	ENSRNOT00000040739	RGD1564195	similar to hypothetical protein
2.265767771	NM_017172	Zfp36l1	zinc finger protein 36, C3H type like 1
2.265767771	NM_022701	Flot1	flotillin 1
2.265767771	NM_001107964	Tmem53	transmembrane protein 53
2.265767771	NM_031977	Src	Rous sarcoma oncogene
2.265767771	NM_001106095	Lig4	ligase IV, DNA, ATP dependent
2.265767771
2.265767771	ENSRNOT00000019931	Synpo2	synaptopodin 2
2.25792881	NM_001107415	Sall1	sal like 1 (Drosophila)
2.25792881	NM_147139	Itgb5	integrin, beta 5
2.25792881	ENSRNOT00000009656	Bmp7	bone morphogenetic protein 7
2.25792881	NM_001013238	Pttg1ip	pituitary tumor transforming 1 interacting protein
2.25792881	NM_001033655	Dnahc1	dynein, axonemal, heavy chain 1
2.25792881	ENSRNOT00000027168	Pcdhb14	protocadherin beta 14
2.25792881	NM_001106258	Tbc1d17	TBC1 domain family, member 17
2.25792881	NM_001106656	Xpa	xeroderma pigmentosum, complementation group A
2.25792881	NM_001008765	Igtp	interferon gamma induced GTPase
2.25792881	ENSRNOT00000004260	Gprasp2	G protein coupled receptor associated sorting protein 2
2.25792881	NM_001009682	Oasl2	2 5 oligoadenylate synthetase like 2
2.25792881	NM_031131	Tgfb2	transforming growth factor, beta 2
2.25792881
2.25792881
2.250116969	NM_053698	Cited2	Cbp/p300 interacting transactivator, with Glu/Asp rich carboxy terminal domain, 2
2.250116969	XM_223745	LOC305633	similar to Antxr2 protein
2.250116969	NM_001128138	Lcn12	lipocalin 12
2.250116969	ENSRNOT00000007233	Dnahc11	dynein, axonemal, heavy chain 11
2.250116969	NM_013131	Nr3c2	nuclear receptor subfamily 3, group C, member 2
2.250116969	NM_053516	Nol3	nucleolar protein 3 (apoptosis repressor with CARD domain)
2.250116969	NM_130423	Ggt7	gamma glutamyltransferase 7
2.250116969	NM_001025423	Adhfe1	alcohol dehydrogenase, iron containing, 1
2.242332156	NM_031762	Cdkn1b	cyclin dependent kinase inhibitor 1B
2.242332156	NM_172034	Fntb	farnesyltransferase, CAAX box, beta
2.234574276	NM_001007265	Os9	amplified in osteosarcoma
2.234574276	NM_172334	Fibp	fibroblast growth factor (acidic) intracellular binding protein
2.234574276	NM_001107708	Olfml3	olfactomedin like 3
2.234574276	ENSRNOT00000004199	Iqwd1	IQ motif and WD repeats 1
2.234574276	ENSRNOT00000040391	RGD1306271	similar to KIAA1549 protein
2.234574276	NM_001106196	Galnt2	UDP N acetyl alpha D galactosamine:polypeptide N acetylgalactosaminyltransferase 2
2.234574276	NM_001106152	Slc25a2	solute carrier family 25 (mitochondrial carrier, ornithine transporter) member 2
2.234574276	NM_001108896	Gcdh	glutaryl Coenzyme A dehydrogenase
2.234574276	NM_181380	Rtn4rl2	reticulon 4 receptor like 2
2.234574276	NM_001108773	Rwdd2a	RWD domain containing 2A
2.226843236	NM_199404	Man2b1	mannosidase 2, alpha B1
2.226843236	XM_001076134	Col4a2_predicted	procollagen, type IV, alpha 2 (predicted)
2.226843236	NM_001108647	RGD1308257	similar to intermediate filament like protein MGC:2625 isoform 2; HOM TES 103 tumor antigen like
2.226843236	NM_031510	Idh1	isocitrate dehydrogenase 1 (NADP+), soluble
2.226843236	XM_574414	LOC499120	hypothetical protein LOC499120
2.226843236	ENSRNOT00000060758	Bbs9	Bardet Biedl syndrome 9
2.226843236	XM_001053355	Sorbs1	sorbin and SH3 domain containing 1
2.226843236	NM_178021	Tmem132a	transmembrane protein 132A
2.219138944	NM_001079700	Cdc42ep1	CDC42 effector protein (Rho GTPase binding) 1
2.219138944	NM_001012203	Klhdc3	kelch domain containing 3
2.219138944	NM_001105746	Pou6f1	POU domain, class 6, transcription factor 1
2.219138944	ENSRNOT00000006805	Bcorl1	BCL6 co repressor like 1
2.211461307	NM_001024783	Creld1	cysteine rich with EGF like domains 1
2.211461307	NM_001039455	Specc1l	SPECC1 like
2.211461307	ENSRNOT00000059068	Fgd6	FYVE, RhoGEF and PH domain containing 6
2.211461307	NM_001109236	Nod1	nucleotide binding oligomerization domain containing 1
2.211461307	NM_001108738	Ilvbl	ilvB (bacterial acetolactate synthase) like
2.211461307	ENSRNOT00000002353	Tmem44	transmembrane protein 44
2.211461307
2.211461307	NM_031344	Fads2	fatty acid desaturase 2
2.203810232	NM_207599	Hyal3	hyaluronoglucosaminidase 3
2.203810232	ENSRNOT00000037139	RGD1307170	similar to KIAA1305 protein
2.203810232	NM_019140	Ptprd	protein tyrosine phosphatase, receptor type, D
2.203810232	NM_001008832	RT1 CE1	RT1 class I, CE1
2.203810232	NM_001105861	Top3b	topoisomerase (DNA) III beta
2.203810232	NM_017171	Prkce	protein kinase C, epsilon
2.203810232	NM_144754	Cant1	calcium activated nucleotidase 1
2.203810232	NM_001109899	Oaz2	ornithine decarboxylase antizyme 2
2.196185628	NM_001109220	Pex1	peroxisome biogenesis factor 1
2.196185628	NM_001107339	Ror2	receptor tyrosine kinase like orphan receptor 2
2.196185628	NM_001108218	Hecw2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
2.196185628	NM_001109912	Tsc22d1	TSC22 domain family, member 1
2.196185628	ENSRNOT00000005468	Zfpm2	zinc finger protein, multitype 2
2.196185628	BC105882	Cpt1c	carnitine palmitoyltransferase 1c
2.196185628	ENSRNOT00000054756	Ifit1lb	interferon induced protein with tetratricopeptide repeats 1 like B
2.196185628	ENSRNOT00000029859	Ttc15	tetratricopeptide repeat domain 15
2.196185628	NM_001004086	Pon3	paraoxonase 3
2.196185628	NM_013157	Ass1	argininosuccinate synthetase 1
2.188587403	NM_199393	Galnt11	UDP N acetyl alpha D galactosamine:polypeptide N acetylgalactosaminyltransferase 11
2.188587403	ENSRNOT00000022266	Lrrc16a	leucine rich repeat containing 16A
2.188587403
2.188587403	NM_031094	Rbl2	retinoblastoma like 2
2.188587403	NM_138849	Syt17	synaptotagmin XVII
2.188587403	NM_001025041	Ier5l	immediate early response 5 like
2.188587403	NM_001014164	Cybasc3	cytochrome b, ascorbate dependent 3
2.188587403
2.181015465
2.181015465	NM_022207	Unc5b	unc 5 homolog B (C. elegans)
2.181015465	XM_342465	Harbi1l	harbinger transposase derived 1 like
2.181015465	NM_001106023	RGD1306508	similar to hypothetical protein CL25084
2.181015465	NM_001106440	Apoa1bp	apolipoprotein A I binding protein
2.181015465	NM_031123	Stc1	stanniocalcin 1
2.181015465	BC086540	Fam26b	family with sequence similarity 26, member B
2.181015465	NM_001024314	Abhd12	abhydrolase domain containing 12
2.181015465	NM_022502	Ppt1	palmitoyl protein thioesterase 1
2.181015465	NM_001108661	Ccl19	chemokine (C C motif) ligand 19
2.173469725	NM_001106750	Flrt2	fibronectin leucine rich transmembrane protein 2
2.173469725
2.173469725	NM_198778	Mpped2	metallophosphoesterase domain containing 2
2.173469725	NM_012828	Cacnb3	calcium channel, voltage dependent, beta 3 subunit
2.173469725	NM_212538	Phf1	PHD finger protein 1
2.173469725	NM_053287	B4galt1	UDP Gal:betaGlcNAc beta 1,4  galactosyltransferase, polypeptide 1
2.173469725
2.173469725	NM_139107	Tmem150	transmembrane protein 150
2.173469725	NM_001085485	Selo	selenoprotein O
2.173469725	NM_031087	Psen2	presenilin 2
2.173469725
2.173469725	ENSRNOT00000003526	Ero1lb	ERO1 like beta (S. cerevisiae)
2.173469725	ENSRNOT00000034421	Cd274	CD274 molecule
2.173469725	NM_001009680	Oas1i	2   5  oligoadenylate synthetase 1I
2.173469725	BC079271	LOC501110	similar to Glutathione S transferase A1 (GTH1) (HA subunit 1) (GST epsilon) (GSTA1 1) (GST class alpha)
2.165950091	NM_001107751	Ext2	exostoses (multiple) 2
2.165950091	ENSRNOT00000036910	Nisch	nischarin
2.165950091	NM_001108785	Crtap	cartilage associated protein
2.165950091	NM_053544	Sfrp4	secreted frizzled related protein 4
2.165950091	NM_021579	Nxf1	nuclear RNA export factor 1
2.165950091	ENSRNOT00000008938	Rps6ka3	ribosomal protein S6 kinase polypeptide 3
2.165950091	NM_019172	Galr2	galanin receptor 2
2.165950091	NM_001105819	Rhbdl3	rhomboid, veinlet like 3 (Drosophila)
2.165950091	NM_001108353	Plac8	placenta specific 8
2.165950091	NM_001106102	Higd2a	HIG1 domain family, member 2A
2.158456473
2.158456473	NM_001033852	Cdw92	CDW92 antigen
2.158456473	NM_012780	Arnt	aryl hydrocarbon receptor nuclear translocator
2.158456473	NM_020074	Srgn	serglycin
2.158456473
2.158456473	NM_001108630	Ecop	EGFR coamplified and overexpressed protein
2.158456473	ENSRNOT00000018316	Ptpru	protein tyrosine phosphatase, receptor type, U
2.158456473	NM_001007671	Cyb5d2	cytochrome b5 domain containing 2
2.150988781	NM_022536	Ppib	peptidylprolyl isomerase B
2.150988781	NM_022602	Pim3	proviral integration site 3
2.150988781	NM_012809	Cnp	2,3 cyclic nucleotide 3 phosphodiesterase
2.150988781	NM_022667	Slco2a1	solute carrier organic anion transporter family, member 2a1
2.150988781	NM_053827	Plod1	procollagen lysine, 2 oxoglutarate 5 dioxygenase 1
2.150988781	NM_001031663	Fam82b	family with sequence similarity 82, member B
2.150988781	NM_001012353	MGC108823	similar to interferon inducible GTPase
2.150988781	NM_001024998	Txndc15	thioredoxin domain containing 15
2.143546925	NM_153318	Cyp4f6	cytochrome P450 4F6
2.143546925	ENSRNOT00000024196	Gpld1	glycosylphosphatidylinositol specific phospholipase D1
2.143546925	NM_001031641	Aga	aspartylglucosaminidase
2.143546925	NM_001108622	Hipk2	homeodomain interacting protein kinase 2
2.143546925	NM_001011928	Dpep2	dipeptidase 2
2.143546925	NM_001108415	Elmo1	engulfment and cell motility 1, ced 12 homolog (C. elegans)
2.143546925	ENSRNOT00000023421	Zfp192	zinc finger protein 192
2.143546925	NM_022282	Dlg2	discs, large homolog 2 (Drosophila)
2.143546925	ENSRNOT00000050626	Pric285	peroxisomal proliferator activated receptor A interacting complex 285
2.143546925	NM_001001801	Akap7	A kinase (PRKA) anchor protein 7
2.143546925	NM_001127594	Zfp786	zinc finger protein 786
2.143546925	NM_178096	Nrep	neuronal regeneration related protein
2.143546925	NM_001107980	Rspo1	R spondin homolog (Xenopus laevis)
2.143546925	NM_001011959	Ppgb	protective protein for beta galactosidase
2.136130816	NM_172062	P4ha1	procollagen proline, 2 oxoglutarate 4 dioxygenase (proline 4 hydroxylase), alpha 1 polypeptide
2.136130816	NM_033485	Pawr	PRKC, apoptosis, WT1, regulator
2.136130816	NM_153308	Grina	glutamate receptor, ionotropic, N methyl D aspartate associated protein 1 (glutamate binding)
2.136130816	ENSRNOT00000000474	Numa1	nuclear mitotic apparatus protein 1
2.136130816	ENSRNOT00000018438	Ankrd55	ankyrin repeat domain 55
2.136130816	NM_139185	Gng8	guanine nucleotide binding protein (G protein), gamma 8
2.128740365	ENSRNOT00000002152	Nrip1	nuclear receptor interacting protein 1
2.128740365	NM_031609	Nbl1	neuroblastoma, suppression of tumorigenicity 1
2.128740365	NM_001106743	Zfyve1	zinc finger, FYVE domain containing 1
2.128740365
2.128740365	NM_001108003	Rnf19b	ring finger protein 19B
2.128740365	NM_001034951	Acsf2	acyl CoA synthetase family member 2
2.128740365	NM_173337	Camk2n1	calcium/calmodulin dependent protein kinase II inhibitor 1
2.128740365	BC079326	LOC497940	similar to RIKEN cDNA 2810408A11
2.128740365	NM_031775	Casp6	caspase 6
2.121375483	NM_019368	Bet1l	blocked early in transport 1 homolog (S. cerevisiae) like
2.121375483	BC088174	RGD1309906	similar to RIKEN cDNA 2310004I24 gene
2.121375483	ENSRNOT00000010852	Htra3	HtrA serine peptidase 3
2.121375483	NM_001009601	Klc4	kinesin light chain 4
2.121375483	NM_201988	Pgpep1	pyroglutamyl peptidase I
2.121375483	NM_001108253	RGD1561065	similar to mKIAA1111 protein
2.114036081	NM_001107169	Gli2	GLI Kruppel family member GLI2
2.114036081	BC158625	LOC691909	hypothetical LOC691909
2.114036081	ENSRNOT00000018421	Tle1	transducin like enhancer of split 1, homolog of Drosophila E(spl)
2.114036081	NM_001037180	Fkbp8	FK506 binding protein 8
2.114036081	NM_001008527	Aox3	aldehyde oxidase 3
2.106722072	NM_031325	Ugdh	UDP glucose dehydrogenase
2.106722072	NM_001108963	Slc2a10	solute carrier family 2 (facilitated glucose transporter), member 10
2.106722072	ENSRNOT00000045312	RGD1564304	RGD1564304
2.106722072	AY233980	RGD735140	hypothetical protein LK44
2.106722072	NM_001127488	Snx33	sorting nexin 33
2.106722072	BC166933	Fahd2a	fumarylacetoacetate hydrolase domain containing 2A
2.106722072	NM_080906	Ddit4	DNA damage inducible transcript 4
2.106722072	NM_001105803	Sdf2	stromal cell derived factor 2
2.106722072	NM_001127337	Brsk1	BR serine/threonine kinase 1
2.106722072	NM_134403	Abtb2	ankyrin repeat and BTB (POZ) domain containing 2
2.106722072	NM_001108410	Cd83	CD83 antigen
2.106722072	BC129120	RGD1566036	similar to RIKEN cDNA 2310008H04
2.106722072	ENSRNOT00000038584	Zfp12	zinc finger protein 12
2.099433367	NM_001106129	Zadh2	zinc binding alcohol dehydrogenase, domain containing 2
2.099433367	BC158727	RGD1560271	similar to inhibitor of MyoD family a
2.099433367	NM_001025697	Hsdl2	hydroxysteroid dehydrogenase like 2
2.099433367	NM_001127297	Wipi1	WD repeat domain, phosphoinositide interacting 1
2.099433367	NM_001047090	Aph1b	anterior pharynx defective 1b homolog (C. elegans)
2.099433367	ENSRNOT00000010065	Rhpn1	rhophilin, Rho GTPase binding protein 1
2.099433367	ENSRNOT00000027831	Megf8	multiple EGF like domains 8
2.099433367	NM_001002851	Nenf	neuron derived neurotrophic factor
2.099433367	NM_001108444	Gab1	growth factor receptor bound protein 2 associated protein 1
2.099433367	NM_001106194	Sult5a1	sulfotransferase family 5A, member 1
2.099433367	BC082026	LOC497934	similar to hypothetical protein FLJ20014
2.099433367	NM_178103	Fam12b	family with sequence similarity 12, member B (epididymal)
2.099433367
2.09216988	NM_001108644	Mfap5	microfibrillar associated protein 5
2.09216988	NM_001025637	Psmb10	proteasome (prosome, macropain) subunit, beta type 10
2.09216988	NM_001107590	Marveld1	MARVEL domain containing 1
2.09216988	NM_001013033	Tspyl1	testis specific protein, Y encoded like 1
2.09216988	NM_001105739	Prrx2	paired related homeobox 2
2.09216988	NM_173124	Cyp4f5	cytochrome P450 4F5
2.09216988	NM_001039207	Narf	nuclear prelamin A recognition factor
2.09216988	ENSRNOT00000017952	LOC691083	hypothetical protein LOC691083
2.09216988	ENSRNOT00000020344	Paip2l1	polyadenylate binding protein interacting protein 2 like 1
2.09216988	NM_001014148	Paip2	polyadenylate binding protein interacting protein 2
2.084931522	NM_001025425	Map2k7	mitogen activated protein kinase kinase 7
2.084931522	NM_012656	Sparc	secreted acidic cysteine rich glycoprotein
2.084931522	NM_001025014	Tmem50b	transmembrane protein 50B
2.084931522	NM_022702	Taok2	TAO kinase 2
2.084931522	NM_024125	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta
2.084931522	ENSRNOT00000006118	Zfp128	zinc finger protein 128
2.084931522
2.084931522	NM_001106700	G1p2	interferon, alpha inducible protein (clone IFI 15K)
2.077718207	NM_001012065	Adck4	aarF domain containing kinase 4
2.077718207	ENSRNOT00000031005	Lrp1	low density lipoprotein receptor related protein 1
2.077718207	ENSRNOT00000057379	Col4a1	procollagen, type IV, alpha 1
2.077718207	NM_001013925	Nub1	negative regulator of ubiquitin like proteins 1
2.077718207	NM_013193	Nf2	neurofibromatosis 2
2.077718207	NM_199101	Plekha4	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4
2.077718207	ENSRNOT00000042437	Robo2	roundabout, axon guidance receptor, homolog 2 (Drosophila)
2.077718207	NM_001004205	Rilpl2	Rab interacting lysosomal protein like 2
2.077718207
2.070529848	NM_001108881	Rnf144b	ring finger protein 144B
2.070529848	NM_001009625	Ifi35	interferon induced protein 35
2.070529848	NM_001105811	Rilp	Rab interacting lysosomal protein
2.070529848	NM_019204	Bace1	beta site APP cleaving enzyme 1
2.070529848	ENSRNOT00000044768	Nacad	NAC alpha domain containing
2.070529848	NM_001107908	Wdtc1	WD and tetratricopeptide repeats 1
2.063366359	NM_001007646	Fkbp9	FK506 binding protein 9
2.063366359	NM_001109470	Zfp385a	zinc finger protein 385A
2.063366359	NM_012788	Dlg1	discs, large homolog 1 (Drosophila)
2.063366359	NM_001107466	Fam120b	family with sequence similarity 120B
2.063366359	BC079368	RGD1303232	Phytn_dehydro and Pyr_redox domain containing protein RGD1303232
2.063366359	NM_001108175	Tbc1d2b	TBC1 domain family, member 2B
2.063366359
2.063366359	NM_017308	Sema6c	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C
2.056227653	NM_001108313	Ifngr2	interferon gamma receptor 2
2.056227653	NM_181639	Slc29a3	solute carrier family 29 (nucleoside transporters), member 3
2.056227653
2.056227653	XR_006437	RGD1308023	similar to CG5521 PA
2.056227653	BC106025	LOC362665	similar to KIAA0833 protein
2.056227653	NM_001013859	Skip	skeletal muscle and kidney enriched inositol phosphatase
2.056227653	ENSRNOT00000001298	Pnpla6	patatin like phospholipase domain containing 6
2.056227653
2.056227653	NM_001109063	Spry3	sprouty homolog 3 (Drosophila)
2.056227653	ENSRNOT00000049459	Il28ra	interleukin 28 receptor alpha
2.049113646	NM_053474	Ppp1r9b	protein phosphatase 1, regulatory subunit 9B
2.049113646	NM_139194	Fas	Fas (TNF receptor superfamily, member 6)
2.049113646	NM_001002830	Rasl11b	RAS like family 11 member B
2.049113646	ENSRNOT00000026265	Lima1	LIM domain and actin binding 1
2.049113646	NM_001108226	Wnt6	wingless related MMTV integration site 6
2.049113646	NM_001077826	Shisa4	shisa homolog 4 (Xenopus laevis)
2.049113646	NM_139040	RGD621098	similar to RIKEN cDNA D230025D16Rik
2.049113646
2.049113646	NM_001012007	Irgm	immunity related GTPase family, M
2.042024251	NM_134414	Exoc2	exocyst complex component 2
2.042024251	NM_054001	Scarb2	scavenger receptor class B, member 2
2.042024251	ENSRNOT00000038016	Cdc42bpg	CDC42 binding protein kinase gamma (DMPK like)
2.042024251	NM_001106629	Steap1	six transmembrane epithelial antigen of the prostate 1
2.042024251	NM_001030024	Slc19a2	solute carrier family 19 (thiamine transporter), member 2
2.042024251	NM_001017479	Tmem100	transmembrane protein 100
2.042024251	NM_001108545	Fbxl7	F box and leucine rich repeat protein 7
2.042024251	NM_001106102	Higd2a	HIG1 domain family, member 2A
2.034959384	NM_001109082	Vash2	vasohibin 2
2.034959384	AB091769	Dmn	desmuslin
2.034959384	ENSRNOT00000011246	Brpf1	bromodomain and PHD finger containing, 1
